Chính phủ trình Quốc hội chính sách thuế tối thiểu toàn cầu theo thủ tục rút gọn,"
                            Thu Hằng
                        ","
                    "
"Lãnh đạo Đảng, Nhà nước tưởng niệm các Anh hùng liệt sĩ, vào Lăng viếng Bác",,"Sáng 27/7, nhân kỷ niệm 76 năm Ngày Thương binh, Liệt sĩ, các lãnh đạo, nguyên lãnh đạo Đảng, Nhà nước, MTTQ Việt Nam đã tới đặt vòng hoa, dâng hương tưởng niệm các Anh hùng liệt sĩ tại Ðài tưởng niệm các Anh hùng liệt sĩ (đường Bắc Sơn, Hà Nội) và vào Lăng viếng Chủ tịch Hồ Chí Minh."
Bộ trưởng Ngoại giao: Việt-Mỹ sẽ đạt nhiều bước tiến trong 10 năm tới,"
                            Trần Thường
                        ","
                    "
Đồng loạt thắp nến tri ân trên hàng triệu phần mộ Liệt sỹ trong cả nước,,"Dự Lễ có Đại tướng Phan Văn Giang, Ủy viên Bộ Chính trị, Phó Bí thư Quân ủy Trung ương, Bộ trưởng Bộ Quốc phòng; các đồng chí Ủy viên Trung ương Đảng; đại diện một số ban, bộ, ngành, đoàn thể Trung ương; Ban Bí thư Trung ương Đoàn; đại diện lãnh đạo Thành ủy, HĐND, UBND, Ủy ban Mặt trận Tổ quốc Việt Nam thành phố Hà Nội; đại diện các ban, ngành, đoàn thể chính trị, xã hội; các bậc lão thành cách mạng, thương binh, bệnh binh, cựu thanh niên xung phong; người có công với cách mạng; đông đảo các tầng lớp nhân dân và thanh thiếu nhi thành phố Hà Nội."
"Thủ tướng: Chăm lo người có công với tình cảm, trách nhiệm cao nhất",,"Thủ tướng Phạm Minh Chính nhấn mạnh: Quan tâm chăm sóc, nâng cao đời sống vật chất và tinh thần của thương binh, bệnh binh, gia đình liệt sĩ và người có công với cách mạng là chủ trương, quan điểm nhất quán của Đảng, Nhà nước ta, là đạo lý truyền thống của dân tộc ta - Ảnh: VGP/Nhật Bắc"
Phó Chủ tịch Quốc hội yêu cầu Chính phủ khắc phục tình trạng thiếu giáo viên,"
                            Thu Hằng
                        ","
                    "
"Chủ tịch nước tiếp các lãnh đạo chính Đảng Italia, đặt vòng hoa tại Đài Tổ quốc",,"Sáng 27/7 giờ địa phương, trong khuôn khổ chuyến thăm Italia, Chủ tịch nước Võ Văn Thưởng đã tiếp Tổng Bí thư Đảng Cộng sản Italia Mauro Alboresi; Phó Chủ tịch Đảng Dân chủ Italia Chiara Gribaudo, Tổng Bí thư Đảng Tái lập Cộng sản Italia Maurizio Acerbo."
Ông Nguyễn Trọng Nghĩa dâng hương tại nghĩa trang liệt sĩ Gò Công,,"Ngày 27/7, nhân kỷ niệm 76 năm ngày Thương binh liệt sĩ, Bí thư Trung ương Đảng, Trưởng Ban Tuyên giáo Trung ương Nguyễn Trọng Nghĩa cùng một số đại biểu đến viếng, dâng hương tại đền thờ liệt sĩ thị xã Gò Công, nghĩa trang liệt sĩ huyện Gò Công Đông và thị xã Gò Công (Tiền Giang). "
Trao quyết định của Chủ tịch nước cho Trung tá Quân đội đi gìn giữ hòa bình,"
                            Trần Thường
                        ","
                    "
"Cuộc tiếp xúc cử tri đặc biệt gỡ vướng sinh kế, thu nhập cho người lao động","
                            Thu Hằng
                        ","
                    "
Chủ tịch nước Võ Văn Thưởng gặp gỡ kiều bào Việt Nam tại Áo và châu Âu,,Đại diện kiều bào phát biểu tại buổi gặp mặt đều bày tỏ vui mừng được 
TP.HCM điều động nhiều cán bộ nhận nhiệm vụ mới,"
                            Hồ Văn
                        ","
                    "
Nguyên Phó Thủ tướng Nguyễn Khánh góp phần vào 4 nội dung cải cách,,"Sáng 24/7, lễ truy điệu nguyên Phó Thủ tướng Nguyễn Khánh diễn ra tại Nhà tang lễ quốc gia số 5 Trần Thánh Tông, Hà Nội. Dự lễ truy điệu có lãnh đạo, nguyên lãnh đạo Đảng, Nhà nước, MTTQ Việt Nam."
"Lãnh đạo Đảng, Nhà nước viếng nguyên Phó Thủ tướng Nguyễn Khánh",,"Sáng 24/7, tại Nhà tang lễ quốc gia (số 5 Trần Thánh Tông, Hà Nội), Ban Chấp hành Trung ương Đảng, Quốc hội, Chủ tịch nước, Chính phủ, Ủy ban Trung ương MTTQ Việt Nam và gia đình tổ chức trọng thể lễ viếng và lễ truy điệu nguyên Bí thư Trung ương Đảng, nguyên Phó Thủ tướng Nguyễn Khánh với nghi thức lễ tang cấp Nhà nước."
Những kỳ vọng của Ngoại trưởng Mỹ về quan hệ Việt - Mỹ 10 năm tới,"
                            Trần Thường
                        ","
                    "
Tổng thống Áo và phu nhân chủ trì lễ đón Chủ tịch nước Võ Văn Thưởng và phu nhân,"
                            Trần Thường
                        ","
                    "
Trưởng Ban Nội chính Trung ương thăm gia đình 6 liệt sĩ ở Đắk Lắk,"
                            Hải Dương
                        ","
                    "
Trưởng ban Tuyên giáo Trung ương trao nhà tình nghĩa cho các gia đình chính sách,,"Đây là các căn nhà tình nghĩa do Trưởng ban Tuyên giáo Trung ương Nguyễn Trọng Nghĩa vận động, trong đó có 4 căn nhà do Cảng hàng không quốc tế Tân Sơn Nhất tài trợ (mỗi căn trị giá 80 triệu đồng); 5 căn nhà do chương trình ""Màu hoa đỏ"" của Báo điện tử Đảng Cộng sản Việt Nam tài trợ."
Chủ tịch nước đề nghị IAEA hỗ trợ Việt Nam tăng cường năng lực an toàn hạt nhân,"
                            Trần Thường
                        ","
                    "
title,author:,content:
Thủ tướng bổ nhiệm Tư lệnh Bộ Tư lệnh Tác chiến không gian mạng,"
                            Trần Thường
                        ","Ngày 23/8, Phó Thủ tướng Trần Lưu Quang ký quyết định của Thủ tướng về việc bổ nhiệm Đại tá Vũ Hữu Hanh, Phó Tư lệnh kiêm Tham mưu trưởng Bộ Tư lệnh Tác chiến không gian mạng giữ chức Tư lệnh Bộ Tư lệnh Tác chiến không gian mạng, Bộ Quốc phòng.,Năm 2017, Thủ tướng quyết định thành lập Bộ tư lệnh Tác chiến không gian mạng, trực thuộc Bộ Quốc phòng (mang phiên hiệu Bộ tư lệnh 86) trên cơ sở tổ chức lại Cục Công nghệ thông tin thuộc Bộ Tổng Tham mưu.,Bộ Tư lệnh Tác chiến không gian mạng là đơn vị đầu mối, giúp Bộ Quốc phòng thực hiện chức năng quản lý nhà nước về bảo vệ chủ quyền quốc gia trên không gian mạng và công nghệ thông tin trong toàn quân.,Bộ Tư lệnh Tác chiến không gian mạng đóng vai trò nòng cốt trong bảo vệ Tổ quốc trên không gian mạng, là lực lượng quan trọng tham gia bảo đảm an ninh, an toàn không gian mạng quốc gia, đấu tranh phòng, chống tội phạm công nghệ cao và “diễn biến hòa bình” trên không gian mạng; góp phần cùng toàn Đảng, toàn dân, toàn quân bảo vệ vững chắc độc lập, chủ quyền của Tổ quốc cả trên đất liền, trên không, trên biển và trên không gian mạng."
Chủ tịch Quốc hội: Không được để tạo cơ chế xin - cho trong xây dựng luật,"
                            Thu Hằng
                        ","Sáng 28/8, tại Nhà Quốc hội, Chủ tịch Quốc hội Vương Đình Huệ chủ trì Hội nghị Đại biểu Quốc hội hoạt động chuyên trách lần thứ 4, thảo luận một số dự án luật trình Quốc hội tại kỳ họp thứ 6.,Phát biểu khai mạc, Chủ tịch Quốc hội Vương Đình Huệ nhấn mạnh, đây là hội nghị cho ý kiến vào số lượng luật nhiều nhất từ đầu nhiệm kỳ đến nay. Hội nghị lần này sẽ xem xét cho ý kiến về 8 dự án luật trình Quốc hội xem xét thông qua tại kỳ họp thứ 6 cuối năm nay.,Cụ thể gồm: các dự án Luật Đất đai (sửa đổi), Luật Nhà ở (sửa đổi), Luật Kinh doanh bất động sản (sửa đổi), Luật Tài nguyên nước (sửa đổi), Luật Viễn thông (sửa đổi), Luật Căn cước công dân (sửa đổi), Luật Lực lượng tham gia bảo vệ an ninh, trật tự ở cơ sở và Luật Quản lý bảo vệ công trình quốc phòng và khu quân sự.,Chủ tịch Quốc hội lưu ý, các dự án luật này đều rất quan trọng, nhận được sự quan tâm đặc biệt của nhân dân, có nhiều nội dung mới, phạm vi ảnh hưởng rộng, cũng như còn một số vấn đề còn ý kiến khác nhau. Vì vậy, các đại biểu cần tiếp tục cân nhắc, thảo luận kỹ lưỡng.,Trong đó, các đại biểu Quốc hội tập trung rà soát để làm rõ các dự án luật đã thể chế hoá đầy đủ, đúng đắn chủ trương của Đảng hay chưa; đã bám sát các nhóm chính sách lớn, các định hướng, nguyên tắc yêu cầu khi xây dựng các dự án luật chưa; những đề xuất mới đã có đánh giá tác động một cách đầy đủ chưa?,Cạnh đó là xem xét tính hợp hiến, đồng bộ, thống nhất của hệ thống pháp luật, nhất là những dự án luật liên quan chặt chẽ với nhau. Như các dự án Luật Nhà ở, Kinh doanh bất động sản, Luật Đất đai…,Về một số nội dung còn ý kiến khác nhau giữa cơ quan thẩm tra và soạn thảo cũng như ý kiến khác nhau trong từng cơ quan, Chủ tịch Quốc hội đề nghị phân tích kỹ lưỡng để lựa chọn phương án tốt nhất.,Lưu ý cần quan tâm điều khoản áp dụng, điều khoản chuyển tiếp, Chủ tịch Quốc hội nhấn mạnh, nếu quy định không đầy đủ, rõ ràng thì luật ban hành xong vẫn ách tắc, bất cập, sai lệch trong quá trình thực hiện.,Đặc biệt, Chủ tịch Quốc hội Vương Đình Huệ yêu cầu các đại biểu quán triệt quan điểm chống tiêu cực, tham nhũng, lợi ích nhóm trong xây dựng pháp luật.,“Không được để quy phạm pháp luật có sơ hở, tạo ra tham nhũng, tiêu cực, gây ra thất thoát hoặc ách tắc, khó khăn cho người dân và doanh nghiệp hoặc chỉ tìm cách kéo thuận lợi về bộ, ngành mình, tạo cơ chế xin - cho"", Chủ tịch Quốc hội nói.,Trong đó, đặc biệt là bảo đảm thực hiện ý kiến chỉ đạo của Đảng về chống tham nhũng, tiêu cực, lợi ích nhóm trong quá trình xây dựng pháp luật ngay trong Quốc hội.,Chủ tịch Quốc hội cho biết, trên cơ sở ý kiến của đại biểu Quốc hội, Ủy ban Thường vụ Quốc hội cũng tiếp tục lắng nghe để có hoàn thiện. Các cơ quan chủ trì thẩm tra sẽ tiếp tục phối hợp với các cơ quan soạn thảo, cơ quan tổ chức hữu quan để tiếp tục trình với Ủy ban Thường vụ Quốc hội cho ý kiến với theo tinh thần ""làm triệt để"", không có một ý kiến nào của đại biểu Quốc hội mà không được nghiên cứu, tiếp thu và giải trình. ,Để bảo đảm hội nghị được tiến hành hiệu quả, Chủ tịch Quốc hội đề nghị các đại biểu Quốc hội tiếp tục phát huy tinh thần trách nhiệm cao trước cử tri và đất nước, tham gia đầy đủ các phiên họp tranh thủ tối đa thời gian để nghiên cứu, trao đổi, tranh luận, phản biện với cơ quan soạn thảo, cơ quan thẩm tra để đóng góp nhiều ý kiến chất lượng, sâu sắc về các dự thảo.,Chủ tịch Quốc hội kỳ vọng với bề dày kinh nghiệm, kiến thức chuyên sâu, các chuyên gia, các đại biểu sẽ tham gia ý kiến sâu sắc, tâm huyết về các vấn đề của dự thảo luật cũng như những vấn đề thực tiễn đặt ra để tiếp tục hoàn thiện đảm bảo chất lượng cao nhất các dự án luật trình Quốc hội xem xét, quyết định.,Trong hôm nay, các đại biểu sẽ thảo luận một số vấn đề lớn còn ý kiến khác nhau về dự Luật Căn cước công dân (sửa đổi); dự Luật Lực lượng tham gia bảo vệ an ninh, trật tự ở cơ sở; dự Luật Quản lý, bảo vệ công trình quốc phòng và khu quân sự và dự Luật Tài nguyên nước (sửa đổi).,Hội nghị đại biểu Quốc hội hoạt động chuyên trách được tổ chức từ 28 - 30/8."
